index,target,tags,relevant_tags,irrelevant_tags
121,0,car | white | sedan | parked | building | brick | storefront | sign | street | dunmore | ct | blue | tan,car | white | sedan | parked | blue | tan,building | brick | sign | street
122,0,car | silver | sedan | one way sign | street sign | traffic sign | black and white | one way | arrow | street | alley | building | brick | stone,car | silver | sedan | black and white,street sign | traffic sign | arrow | street | alley | building | brick | stone
123,0,white car | silver car | black car | red car | yellow car | brick wall | building | street | sidewalk | garbage can | trash can lid | fire hydrant | yellow fire hydrant | green bush | tree | grass | brick building | house | street light | lamp post | clouds | sky | outdoor | urban | natural | daytime | 2010s | modern | contemporary | everyday life | transportation | vehicles | cityscape | residential | commercial | public space | infrastructure | public utilities | public services | public safety | public access | public amenities | public facilities | public buildings | public spaces | public areas | public streets | public roads | public sidewalks | public walkways | public pathways | public thoroughfares | public highways | public roadsides | public roadways | public roadside | public road,white car | silver car | black car | red car | yellow car,brick wall | building | street | sidewalk | fire hydrant | tree | grass | brick building | house | street light | lamp post | clouds | sky | outdoor | urban | natural | daytime | modern | transportation | cityscape | residential
124,0,bmw | car | silver | parked | road | trees | park | forest | leaves | grass | fire hydrant | orange | person | standing | walking | parked car | silver car,bmw | car | silver | parked | orange | silver car,road | trees | park | forest | leaves | grass | fire hydrant | person | standing | walking
125,0,car | building | horse | cow | dog | staircase | ladder | window | city | tall building | skyscraper | street light | traffic light,car | window,building | horse | cow | dog | staircase | city | tall building | skyscraper | street light | traffic light
126,0,car | silver | sports car | bentley | building | castle | stone | arch | door | entrance | window | glass | pane | frame | archway | doorway | staircase | balcony | railing | cow | bull | steer | horns | tail,car | silver | sports car | bentley | door | window | glass,building | stone | archway | doorway | staircase | balcony | cow | bull | horns | tail
127,0,house | car | horse | goat | stairs | door | window | fence | bush | tree | flowers | grass | brick | concrete | stucco | glass | metal | wood | stone | st,car | door | window | glass | metal,house | horse | goat | stairs | fence | bush | tree | flowers | grass | brick | concrete | wood | stone
128,0,car | dog | sheep | street | alley | night | dark | light | lamp | people | streetlight | car headlights | car taillights | car brake lights | car turn signals | car side mirrors | car door handle | car door lock | car door hinge | car door window | car door window wiper | car door window defroster | car door window vent | car door window seal | car door window seal strip,car | car door handle,dog | sheep | street | alley | night | dark | light | lamp | people
129,0,house | car | sheep | grass | tree | sky | roof | window | houseplant | bush,car | roof | window,house | sheep | grass | tree | sky | houseplant | bush
130,0,house | car | dog | garage | stairs | mailbox | bush | tree | fence | gate | post | steps | driveway | grass | sidewalk | brick | window | door | glass | frame | trim | roof | chimney | siding | paint | gutter | downspout,car | window | door | glass | roof,house | dog | garage | stairs | mailbox | bush | tree | fence | gate | steps | driveway | grass | sidewalk | brick
131,0,car | red | sports | convertible | ferrari | 458 | italy | europe | city | street | gas station | pump | sign | street sign | direction | arrow | gas | station | post | pole | p,car | red | sports | convertible | ferrari,city | street | gas station | pump | sign | street sign | direction | arrow | pole | p
132,0,car | red | sedan | city | tall building | sheep | goat | animal | grazing | cityscape | tall buildings | sky | clouds | sheep eating | car driving | sheep eating grass | sheep eating grass in city | sheep eating grass in cityscape | sheep eating grass in tall building | sheep eating grass in tall buildings | sheep eating grass in sky | sheep eating grass in clouds,car | red | sedan,city | tall building | sheep | goat | animal | grazing | cityscape | tall buildings | sky | clouds
133,0,car | horse | building | city | street | road | sky | tall building | car model | horse breed,car | car model,horse | building | city | street | road | sky | tall building
134,0,car | house | sheep | dog | grass | sky | clouds | tree | building | carport | garage | door | window | license plate | tag | headlight | taillight | wheel | tire | brake light | turn signal | hood | trunk | roof | door handle | window handle | mirror | steering wheel | dashboard | gauges | seats | steering column | engine | exhaust | bumper | grille | headlights | tail lights | steering,car | door | window | license plate | headlight | wheel | tire | hood | trunk | roof | mirror | steering wheel | dashboard | headlights | tail lights,house | sheep | dog | grass | sky | clouds | tree | building | garage | tag
135,0,car | red | sports | dodge | charger | parked | on street | in front of building | with sheep | in front of it | on sidewalk | with grass | in background | and palm tree,car | red | sports | dodge | charger | parked,on street | in front of building
136,0,car | house | driveway | garage | door | gate | fence | bush | dog | horse | potted plant | flower | doorbell | window | houseplant | carpet | concrete | sidewalk | street | grass | bushes | trees | sky | clouds | sunshine | outdoor | residential | urban | natural | daytime | summer | sunny | warm | pleasant | inviting | comfortable | relaxing | homey | cozy | familiar | everyday | common | ordinary | typical | standard | conventional | mainstream,car | door | window,house | driveway | garage | gate | fence | bush | dog | horse | potted plant | flower | houseplant | concrete | sidewalk | street | grass | bushes | trees | sky | clouds | outdoor | residential | urban | natural | daytime | summer | sunny
137,0,white car | black dog | building | statue | sky | city | tall building | museum | car | dog,white car | car,building | statue | sky | city | tall building | dog
138,0,car | dog | city | sky | building | tower | skyscraper | doghouse | carpet | concrete | metal | glass | brick | stone | asphalt | cityscape | urban | tall | modern | architectural | skyline | tallest | tallest building | tallest skyscraper | tallest building in the world | tallest building in the united states | tallest building in new york city | tallest building in the western hemisphere | tallest building in the world outside of the united states | tallest building in the world outside of the americas | tallest building in the world outside of the english-speaking world | tallest building in the world outside of the european union | tallest building in the world outside of the g8 countries | tallest building in the world outside of the oecd countries | tallest building in the world outside of the developed world | tallest building in the world outside of the industrialized world | tallest building in the world outside of the democratic world | tallest building in the world outside of the free world | tallest building in the world outside of the capitalist world | tallest building in the world outside of the developed democracies,car | metal | glass,dog | city | sky | building | tower | skyscraper | concrete | brick | stone | asphalt | cityscape | urban | tall | modern | skyline
