index,target,tags,irrelevant_tags
6,10,curve | puddle | road | rural | street sign | tree,
7,164,beak | bird | branch | brown | limb | perch | sit | tree | tree branch | twig | white,
8,133,car | gray | sedan | silver,
9,569,carousel | ceiling | pillar | elephant | horse | pole | ride | mall,
10,38,black | car | convertible | drive | person | license plate | man | ride | road | sports car,
11,169,beak | bird | black | branch | green | limb | perch | sit | tree | tree branch | twig | yellow,
12,1026,attach | green | pole | post | road sign | sign | sky | street sign | traffic sign,
13,569,car | coach | cart | draw | horse | horse cart | person | ladder | man | pull | ride | road | traffic light | wagon,
14,78,beak | bird | blue | branch | limb | mouth | open | perch | sit | tree | tree branch | twig,
15,32,car | license plate | park | parking garage | red | sedan | suv | writing,
16,1112,bridge | go | overpass | park | pass | passenger train | pavement | track | train | train track | travel | tree,
17,175,beak | bird | branch | leaf | limb | perch | plant | sit | stand | tree | tree branch | twig | vegetation | yellow,
18,8,blanket | creek | fence | floor | river | snow | snowy | winter,
19,148,automobile model | building | car | city | city skyline | city view | jeep | night | night view | park | skyline | skyscraper | suv | urban | vehicle | water,
20,127,beak | bird | branch | brush | grass | gray | hide | perch | reed | sit | stand | stem | twig | vegetation | weed | white | yellow,
21,74,beak | bird | black | blue | creek | floor | ledge | log | parrot | perch | pond | puddle | stone | stand | water | yellow,
22,52,beak | bird | bird nest | black | brush | crane | duck | grass | nest | reed | sit | stand | straw | swamp | twig | vegetation | white,
23,130,blanket | car | field | grass | grassy | green | hill | hillside | license plate | lush | minivan | park | rural | sedan | silver | suv | vehicle,
24,1026,attach | couple | lamp post | pole | road sign | sign | street corner | street sign | traffic sign | tree,
25,2,coast | crash | fish | fishing pole | person | man | sea | stone | rocky | shore | shoreline | spray | stand | tripod | wash | water | wave,
26,24,automobile model | car | coupe | headlight | license plate | model | red | sedan | sports car,
27,175,bird | blue | branch | limb | perch | sit | sky | tree | tree branch | twig | yellow,
28,569,apple | attach | boy | coach | cart | child | draw | horse | goggles | horse cart | man | pet | pull | stand | wagon | walk,
29,569,brown | couple | horse | horseback | person | man | officer | park | police | ride | saddle | sit | stand | woman,
30,12,car window | crop | curve | dirt road | field | green | hill | hillside | lush | road | rural | vineyard,
31,3,driveway | home | house | house exterior | lawn | lush | palm tree | tree | yard,
32,70,black | blue | car | dirt field | dirt road | dirt track | license plate | minivan | park | pick up | rural | suv | van,
33,165,car | license plate | lift | load | park | peak | tow truck | truck | van | vehicle | white,
34,150,beak | bird | black | catch | hand | person | man | perch | white,
35,1112,building | car | city | city street | crowded | pole | road | road sign | sign | street corner | street scene | street sign | traffic sign | urban,
36,11,beak | bird | black | blackbird | branch | brush | dry | grass | perch | reed | sit | stand | stem | swamp | twig | vegetation | weed | yellow,
37,192,bumper | car | curb | license plate | park | red | sedan | vehicle | wiper | windshield,
38,29,beak | bird | black | blanket | crow | dirt field | dry | floor | food | grass | patch | raven | snow | stand,
39,60,car | parking lot | curb | license plate | park | parking | sedan | silver,
40,18,black | building | car | city | city street | drive | license plate | office building | road | sedan | sports car | suv,
41,89,blanket | car | drive | floor | license plate | pick up | red | road | snow | snowy | suv | truck,
42,1112,cargo | go | pole | power line | rail | railroad | rural | sky | track | train | train car | train track | travel | yellow,
43,8,bush | curb | curve | driveway | path | home | house | house exterior | landscape | lawn | lush | mulch | pavement | road | yard,
44,195,attach | back | blue | car | drive | highway | license plate | load | miniskirt | minivan | open | peak | strap | suv | vehicle,
45,3,driveway | garage | home | house | house exterior | tree,
46,66,car | curb | license plate | park | sedan | vehicle | white,
47,167,automobile model | blue | car | concept car | display | model | stand | vehicle,
48,198,beak | bird | branch | brown | debris | floor | forest floor | log | nest | sit | stand | twig | wood,
49,17,building | car | city street | curb | drive | license plate | minivan | park | road | sedan | silver | suv,
50,175,black | building | car | ceiling | pillar | fill | garage | limo | park | parking | parking garage | sedan | vehicle | warehouse,
51,6,building | car | city | drive | hotel | office building | street scene,
52,128,beak | bird | brown | floor | food | grass | grassy | green | lawn | lush | patch | sparrow | stand,
53,28,beach | beak | bird | black | crow | floor | food | puddle | raven | sand | stand | walk,
54,123,back | black | dirt field | dirt track | gravel | license plate | park | plectrum | pick up | terrain | truck,
55,195,car | convertible | drive | man | miniskirt | red | ride | road | rural | sports car | woman,
56,1112,boy | pillar | footstall | man | parking garage | pavement | pole | shirt | stand | stop light | traffic light | street corner | walk,
57,3,driveway | garage | garage door | home | house | house exterior | white | white house,
58,46,car | coupe | curb | gray | park | sedan | silver,
59,35,car | convertible | curve | drive | highway | license plate | mountain path | muscle car | red | road | sports car,
60,12,beak | bird | black | branch | evergreen | limb | perch | pine | sit | stand | tree | tree branch | white,
61,5,desert | desert road | highway | road | stretch,
62,122,blue | car | curb | driveway | house exterior | license plate | model car | park | toy car,
63,0,boat | calm | cloud | cloudy | horizon | sea | red | sky | sun | sunset | water,
0,41,bird | branch | limb | perch | red | sit | tree | tree branch | tree trunk | twig,
1,52,car | license plate | park | pick up | silver | suv | vehicle,
2,160,car | convertible | curb | license plate | park | sedan | silver | white,
3,69,car | ceiling | curtain | floor | garage | park | parking garage | pick up | room | silver | truck | white,
4,1112,airliner | plane | airport runway | approach | barrier | fly | person | land | landing | photo | pole | raceway | stand | stop light | traffic light | take | tarmac | woman,
5,194,basement | car | ceiling | garage | license plate | minivan | park | parking | parking garage | sedan | silver | suv | vehicle,
6,1112,attach | clock | building | ceiling | green | hang | pole | stone building | traffic light | street corner,
7,0,blanket | creek | floor | frozen | river | sky | snow | snowy | stream | sunset | tree | water | winter | winter scene,
8,2,bird | boat | calm | dock | flock | fly | gull | horizon | sea | pole | sky | sun | sunset | water,
9,5,desert road | dirt field | dirt road | dirt track | grassland | sea | plain | road | road sign | sign | street sign,
10,319,back | cowboy | cowboy hat | horse | horseback | jeans | man | ride | saddle | shirt | sun hat | white,
11,29,attach | beak | bird | black | crow | peak | perch | pole | post | power line | raven | sit | sky | stand | telegraph pole | wire,
12,110,bird | black | branch | gray | limb | log | perch | sit | sky | stand | tree | tree branch | tree trunk | twig | white,
13,121,cement | curb | driveway | license plate | park | pavement | plectrum | pick up | red | truck,
14,8,car | dirt road | driveway | flower | path | house | house exterior | lush | park | plant | red | tree,
15,569,bicycle | bicycle helmet | biker | horse | highway | horseback | person | man | ride | road | rural | stand,
16,30,automobile model | car | coast | convertible | coupe | sea | park | stone | rock formation | shoreline | silver | sports car | water,
17,1026,car | drive | driveway | exit | highway | license plate | overpass | road | road sign | sign | street sign | traffic sign | trailer truck | travel | vehicle,
18,23,beak | bird | black | cigarette | cormorant | ledge | sea | perch | stone | sit | stand | water | water bird,
19,9,grassland | photo | plain | pole | rural | sign | sky | street sign,
20,7,car | parking lot | fireman | person | man | officer | police | safety vest | stand,
21,10,blanket | cloud | highway | mountain | road | road sign | rural | sky | stretch | tree,
22,1112,barricade | barrier | building | city | city street | construction site | fence | person | pavement | pole | road | stop light | traffic light | street corner | street scene | street sign | urban | walk,
23,1,archway | blanket | bridge | canopy | path | greenery | lead | lead to | lush | tree | tunnel,
24,79,beak | bird | branch | limb | nest | perch | sit | tree | tree branch | twig,
25,33,bird | blanket | brown | crack | floor | gray | ledge | lichen | perch | plank | stone | sit | sparrow | stand,
26,5,asphalt road | desert road | highway | horizon | mountain | road | rural | sky | stretch,
